# offset_in_band	d	left5	hash160_decimal	dist_l5_P160
1381	730750818665451459101842416358141509827966272869	29103	291032892387655037248954061947685376403332535863	15843
1382	730750818665451459101842416358141509827966272870	10112	1011277369487461741178260838207946520446941793281	3148
1383	730750818665451459101842416358141509827966272871	35626	356263651332045828460762948850166955245472176340	22366
1384	730750818665451459101842416358141509827966272872	12537	1253750301330283053534198403813950730452389862783	723
1385	730750818665451459101842416358141509827966272873	12232	1223219364257999050455704504901909713699033715432	1028
1386	730750818665451459101842416358141509827966272874	11407	1140748853020347252362583748272901772342918922995	1853
1387	730750818665451459101842416358141509827966272875	11452	1145288382279025400434434920111884709092315914449	1808
1388	730750818665451459101842416358141509827966272876	75648	756484531663085666532423752151327680902559336027	62388
1389	730750818665451459101842416358141509827966272877	12256	1225686133863207319528676323385014344083850913943	1004
1390	730750818665451459101842416358141509827966272878	12989	1298940190398904648348792725015594831132824212312	271
1391	730750818665451459101842416358141509827966272879	12731	12731070607982048314458615685652033634878254059	529
1392	730750818665451459101842416358141509827966272880	14363	1436369343669904381876841982685931197687136467403	1103
1393	730750818665451459101842416358141509827966272881	38581	385811202175083296869352997063054578618931308496	25321
1394	730750818665451459101842416358141509827966272882	13079	1307940680443898514421122636541849194994535870270	181
1395	730750818665451459101842416358141509827966272883	32684	326842665682693219771579804276842896029176435061	19424
1396	730750818665451459101842416358141509827966272884	77077	770773156031228483138642580338011092715126555636	63817
1397	730750818665451459101842416358141509827966272885	31140	311404475277573392359359539421949275527106171622	17880
1398	730750818665451459101842416358141509827966272886	13894	1389406158790596105483924654173355444442494782244	634
1399	730750818665451459101842416358141509827966272887	13390	1339022610549894031277675509876258716649656380170	130
1400	730750818665451459101842416358141509827966272888	51092	51092010858536016067192034106542305858831387419	37832
1401	730750818665451459101842416358141509827966272889	10669	1066956351913256812513179923036905184023048770300	2591
1402	730750818665451459101842416358141509827966272890	23699	236990513580777160936892606712833762480440675305	10439
1403	730750818665451459101842416358141509827966272891	10726	1072679594344173258851948342534230029520974697516	2534
1404	730750818665451459101842416358141509827966272892	56076	560765684993357911029700713536601818737498615522	42816
1405	730750818665451459101842416358141509827966272893	39297	392970691768054397299367335922524863038007136112	26037
1406	730750818665451459101842416358141509827966272894	89312	893122251491510124269766261470424311616460432294	76052
1407	730750818665451459101842416358141509827966272895	14395	1439518066548111434716712467859696765684475242523	1135
1408	730750818665451459101842416358141509827966272896	34159	341596815607663227689687330539689269030790784193	20899
1409	730750818665451459101842416358141509827966272897	88955	889550702789946881336703425018654645850339317185	75695
1410	730750818665451459101842416358141509827966272898	86719	867197954083697210650055164514540174808750123122	73459
1411	730750818665451459101842416358141509827966272899	99126	991263145964117516840947038297839499395134012993	85866
1412	730750818665451459101842416358141509827966272900	28784	287843792083739661268180272446584317655031508296	15524
1413	730750818665451459101842416358141509827966272901	58943	589434058350514362729172907429369558868503876714	45683
1414	730750818665451459101842416358141509827966272902	27449	274495520825971617901637147280359090922354847189	14189
1415	730750818665451459101842416358141509827966272903	98897	988976334595042025011289937009216870946339054920	85637
1416	730750818665451459101842416358141509827966272904	53319	533197524655742315015227488835418534121643393641	40059
1417	730750818665451459101842416358141509827966272905	19770	197702041417241621206621137936766127135819672961	6510
1418	730750818665451459101842416358141509827966272906	77368	773680905216061460407191213633571432791237724577	64108
1419	730750818665451459101842416358141509827966272907	13249	1324986672968128241096201833917421856883168228352	11
1420	730750818665451459101842416358141509827966272908	43100	43100271606322661817807340526484463612623906431	29840
1421	730750818665451459101842416358141509827966272909	66129	661291880594333751964645783112392553130009521099	52869
1422	730750818665451459101842416358141509827966272910	11850	118506983259368912453936652056966664971442910562	1410
1423	730750818665451459101842416358141509827966272911	34059	340593563545818870063067794963808819495546609753	20799
1424	730750818665451459101842416358141509827966272912	33618	336185789218943876446677422820691745339370586299	20358
1425	730750818665451459101842416358141509827966272913	10698	1069855907012095898626118613202616838713811776917	2562
1426	730750818665451459101842416358141509827966272914	67402	674023571247622301554857029662787523752858759982	54142
1427	730750818665451459101842416358141509827966272915	13941	1394142071537242883787209314808535993985402001250	681
1428	730750818665451459101842416358141509827966272916	22044	220440040722507768695396840822762016828254162525	8784
1429	730750818665451459101842416358141509827966272917	49465	494653125782416028454588578410670077536420886040	36205
1430	730750818665451459101842416358141509827966272918	10297	1029761091670722464909416312647480901163670564276	2963
1431	730750818665451459101842416358141509827966272919	29195	291956542816854295936932606499586989591190007227	15935
1432	730750818665451459101842416358141509827966272920	12360	1236024791239587758374216766109922516150962831030	900
1433	730750818665451459101842416358141509827966272921	14548	1454861276271802932245934070532798841719995764546	1288
1434	730750818665451459101842416358141509827966272922	95435	954358000817883659736652192493645775730661564717	82175
1435	730750818665451459101842416358141509827966272923	91647	916475362677947821345609652259711591368197148684	78387
1436	730750818665451459101842416358141509827966272924	75651	75651661459404904951009052410354441370920909382	62391
1437	730750818665451459101842416358141509827966272925	10569	1056981449213270707053237696543529660245091886155	2691
1438	730750818665451459101842416358141509827966272926	18147	181478526564218867940544410141048806467531013492	4887
1439	730750818665451459101842416358141509827966272927	60211	602113155469633216283739530951644223100659510657	46951
1440	730750818665451459101842416358141509827966272928	58776	587760997696041073536308636845521289946931262857	45516
1441	730750818665451459101842416358141509827966272929	13308	1330877353949248337215400552294701815561912305676	48
1442	730750818665451459101842416358141509827966272930	11887	1188753718412244383509613318915707650555009011455	1373
1443	730750818665451459101842416358141509827966272931	86009	860097750709803408161494629786429917945535695983	72749
1444	730750818665451459101842416358141509827966272932	33091	330912426795545559158187523463728705482279781746	19831
1445	730750818665451459101842416358141509827966272933	70761	707612568909381960870747043281354072768896227478	57501
1446	730750818665451459101842416358141509827966272934	11848	1184808194866090491164861608871069538672347391144	1412
1447	730750818665451459101842416358141509827966272935	69785	697855281367518911534523510243677986735749348004	56525
1448	730750818665451459101842416358141509827966272936	86127	861279353466693258371125667819186644095718704279	72867
1449	730750818665451459101842416358141509827966272937	74543	745435599970563505734613602599834846043805818390	61283
1450	730750818665451459101842416358141509827966272938	13043	1304386493143246310209698379482306934670557565147	217
