n,Phi_trunc_156,x,y
696,0.228718694019964446725234972347932077186579094338340970687899826413240228073581958562778572290080813531100244656179344154944516238296523577987823767743778016,26483815428202141279109985512074301468438198163006877796709896910763960784190,97223157733576657216144802686430013599130539805822115605983181540010054879687
697,0.562047673537361727489984180776029609744759580924956957500018756098311298549631795123254516282205887730345471804033388787224356699265161611260511369048145354,65080674369864149505269957077621815641231509450123430509789043104279549566262,50153557146536838702963334717359197369769150220863273920784104462141490996130
698,0.167339339570961174499586904229706400056408354809465370991143075712340888574629459306604082949718704920610045874723405239912282358710194058476373187850223626,19376571740514293544874224595548963944791043480988857712767913356015913725131,91747659509198801840740883959124089141767950193940218589177541635459348051044
699,0.218003202819934792860095133279633491735216178385498115296118912102200054689600275154085958169946538907343273816768131382884254973601946943492354627326828255,25243046314946631192432726764341677115664190965638624567195409227297737391864,4152934963423051820150543485209525461264276691865175197618695685366276677843
700,0.927974242399922771011689697509730049116549080834189174888582902359501649224429218072899783012429010179123777814203021564875913522826689422393719121975018140,107452076285902747751532497720806446496517338387294949116623358126676598242544,111737675762402012233957849743930450979759804065551623833836684891135299621626
701,0.408388160408072364613627117079939604659396584579410242672151848973105610921080917389890777050513494524001450311643049923489083767819155096022868618128494090,47288118313434916045856317978425671528241398341806057713124091993755777712188,84449455840469405408212677467659186492765013104004785425448623447378928337406
702,0.431726229930419366621608433294015150075066855835533701416809235587755116698530564464481118665061806614861742182472512164028580583507105903142279487745358483,49990482142193209458821856337796293880553429635371093567572868136732690600535,6832825319070221876537741648606717892973349938526841104914510503011230704656
703,0.294138590562602014887433163723386366882439418445649205128671915499620708465481082583249170715820808182986863423454682090074887849949554105383111999362942330,34058921926563223818993177881497405886837486703441604846912854767259224365060,27981830872592364426231200828497985369202670826439548266054410970528637416402
704,0.514155460560025666386741990306926652467710727193201191409751327840575143331299511935645196252065187739536303486661430581963292430307904925715541841877471564,59535134971019899560897132087903454245694734087289219810627140048402741773882,44138857518787696842616566172411391116453013187786463688769190839271878830122
705,0.434979186452629040482345435723524921051773337451148852819327288450372996619671780760297618615774515314579125442954962795850000877230451637113728223510188157,50367148774098021756894379719831158140371634232837787479707045004151531117870,2651356082758351826483860997570005834390397650644019874657383867403222210756
706,0.416488021394086031691867129577450128099172125953993348056711515637427462485483427168412357738127530633039216342802080214368277115299234843118502490162387926,48226018139537266532056833254182460433141095823478065503301576444102024409646,19661049250938095947137975180319813464062670461627238284527377190961082339094
707,0.475873248940842313416302153441555685060533709650343142478696053947103586366637742537174336022551606429748207032421475231575838650963196184724311941368270510,55102357707009597832560931710307678568097504292544539075849695490339588537410,80695852849644160594012574272119574084815961090808702057475982690856536377563
708,0.634736998224276143126447698835129268561744186388151394520133428564870374954381275223844521224654128735933547782132172408482168779620928660387069179758559578,73497523140611594638637516672720889753569331535618818003432510843099060572927,106261464857197151729853382724365659164989070699086212883378542138676125157964
709,0.201796084209872656097840876955322128959925905119001860303083273547574663702719719466174253834403480321012677656731469396722877548145655592127266909840228592,23366390190570548229609109871603747067392250905608915104847554672336001652004,84427270664495063190771240561731629434214326310832707809063832237624362729359
710,0.860775953462061967343168438843748895897556135220617914879575249059907720508012294662859893328756761521071550447705685336660739695617802215707032341781527247,99671046016615011833828594836399512202482938075420172110195396218981609848590,32407841851313346537281357114087391862675011782022513180570088325298802771447
711,0.601906847895891744099675277551975394262781446689318739964578979967830085068630133570923608754587670484360813841216706522155127944917484512849205200637540030,69696051444112802709201885897784029314928889484582453803766695035324504379029,47238002753613952494413278480926429413274802784421210127991750722467175533517
